,0
427,3.0
428,7.0
429,3.0
430,5.0
431,9.0
432,1.0
433,6.0
434,2.0
435,2.0
436,8.0
437,1.0
438,0.0
439,6.0
440,9.0
441,3.0
442,7.0
443,6.0
444,8.0
445,9.0
446,9.0
447,7.0
448,2.0
449,2.0
450,6.0
451,3.0
452,8.0
453,3.0
454,5.0
455,9.0
456,8.0
457,6.0
458,4.0
459,8.0
460,3.0
461,1.0
462,9.0
463,1.0
464,4.0
465,6.0
466,8.0
467,1.0
468,0.0
469,5.0
470,1.0
471,4.0
472,0.0
473,9.0
474,7.0
475,1.0
476,2.0
477,4.0
478,0.0
479,6.0
480,2.0
481,9.0
482,9.0
483,3.0
484,8.0
485,2.0
486,3.0
487,5.0
488,1.0
489,3.0
490,5.0
491,7.0
492,6.0
493,3.0
494,1.0
495,5.0
496,3.0
497,7.0
498,2.0
499,0.0
500,0.0
501,6.0
502,0.0
503,1.0
504,6.0
505,7.0
506,0.0
507,2.0
508,0.0
509,9.0
510,5.0
511,8.0
512,6.0
513,0.0
514,7.0
515,0.0
516,4.0
517,1.0
518,7.0
519,9.0
520,4.0
521,0.0
522,0.0
523,2.0
524,5.0
525,3.0
526,7.0
527,8.0
528,3.0
529,7.0
530,0.0
531,4.0
532,5.0
533,9.0
534,7.0
535,0.0
536,0.0
537,3.0
538,2.0
539,9.0
540,4.0
541,0.0
542,1.0
543,8.0
544,2.0
545,4.0
546,8.0
547,5.0
548,7.0
549,6.0
550,2.0
551,6.0
552,3.0
553,2.0
554,4.0
555,7.0
556,8.0
557,5.0
558,1.0
559,4.0
560,8.0
561,8.0
562,7.0
563,5.0
564,0.0
565,7.0
566,1.0
567,6.0
568,5.0
569,6.0
570,9.0
571,0.0
572,6.0
573,4.0
574,6.0
575,6.0
576,6.0
577,5.0
578,2.0
579,2.0
580,5.0
581,7.0
582,7.0
583,0.0
584,1.0
585,9.0
586,4.0
587,9.0
588,1.0
589,7.0
590,6.0
591,4.0
592,3.0
593,0.0
594,3.0
595,8.0
596,1.0
597,4.0
598,1.0
599,7.0
600,8.0
601,1.0
602,6.0
603,4.0
604,2.0
605,7.0
606,0.0
607,4.0
608,4.0
609,4.0
610,3.0
611,1.0
612,6.0
613,6.0
614,8.0
615,1.0
616,5.0
617,6.0
618,6.0
619,9.0
620,0.0
621,7.0
622,3.0
623,2.0
624,5.0
625,9.0
626,9.0
627,0.0
628,7.0
629,6.0
630,9.0
631,6.0
632,5.0
633,8.0
634,0.0
635,3.0
636,8.0
637,9.0
638,0.0
639,7.0
640,3.0
641,4.0
642,2.0
643,8.0
644,7.0
645,7.0
646,7.0
647,7.0
648,3.0
649,0.0
650,7.0
651,0.0
652,7.0
653,5.0
654,1.0
655,9.0
656,2.0
657,9.0
658,4.0
659,4.0
660,1.0
661,3.0
662,4.0
663,5.0
664,9.0
665,4.0
666,6.0
667,3.0
668,6.0
669,3.0
670,4.0
671,5.0
672,0.0
673,6.0
674,3.0
675,8.0
676,3.0
677,0.0
678,2.0
679,7.0
680,4.0
681,2.0
682,8.0
683,7.0
684,1.0
685,1.0
686,7.0
687,2.0
688,7.0
689,7.0
690,3.0
691,2.0
692,2.0
693,7.0
694,9.0
695,9.0
696,8.0
697,8.0
698,3.0
699,8.0
700,3.0
701,1.0
702,6.0
703,0.0
704,8.0
705,7.0
706,4.0
707,0.0
708,4.0
709,5.0
710,7.0
711,3.0
712,8.0
713,6.0
714,3.0
715,4.0
716,3.0
717,6.0
718,0.0
719,1.0
720,7.0
721,5.0
722,2.0
723,0.0
724,3.0
725,4.0
726,7.0
727,7.0
728,0.0
729,1.0
730,8.0
731,9.0
732,5.0
733,0.0
734,1.0
735,7.0
736,6.0
737,9.0
738,9.0
739,1.0
740,5.0
741,7.0
742,1.0
743,5.0
744,6.0
745,0.0
746,8.0
747,7.0
748,2.0
749,4.0
750,3.0
751,0.0
752,2.0
753,9.0
754,7.0
755,8.0
756,8.0
757,1.0
758,7.0
759,4.0
760,8.0
761,1.0
762,3.0
763,3.0
764,4.0
765,4.0
766,1.0
767,7.0
768,7.0
769,7.0
770,3.0
771,5.0
772,0.0
773,9.0
774,6.0
775,5.0
776,5.0
777,8.0
778,2.0
779,9.0
780,2.0
781,6.0
782,1.0
783,6.0
784,7.0
785,9.0
786,5.0
787,4.0
788,8.0
789,9.0
790,6.0
791,2.0
792,9.0
793,9.0
794,5.0
795,3.0
796,9.0
797,6.0
798,6.0
799,7.0
800,0.0
801,4.0
802,3.0
803,8.0
804,4.0
805,7.0
806,4.0
807,5.0
808,0.0
809,0.0
810,5.0
811,2.0
812,6.0
813,2.0
814,7.0
815,9.0
816,3.0
817,1.0
818,5.0
819,7.0
820,7.0
821,5.0
822,5.0
823,2.0
824,2.0
825,1.0
826,0.0
827,1.0
828,2.0
829,9.0
830,1.0
831,9.0
832,5.0
833,3.0
834,4.0
835,7.0
836,7.0
837,1.0
838,0.0
839,8.0
840,1.0
841,5.0
842,3.0
843,9.0
844,8.0
845,3.0
846,6.0
847,7.0
848,9.0
849,2.0
850,1.0
851,1.0
852,5.0
853,6.0
854,8.0
855,9.0
856,7.0
857,6.0
858,8.0
859,5.0
860,1.0
861,3.0
862,5.0
863,7.0
864,7.0
865,4.0
866,4.0
867,5.0
868,3.0
869,3.0
870,9.0
871,0.0
872,2.0
873,8.0
874,1.0
875,5.0
876,1.0
877,3.0
878,1.0
879,5.0
880,5.0
881,9.0
882,2.0
883,5.0
884,3.0
885,7.0
886,3.0
887,0.0
888,0.0
889,5.0
890,9.0
891,5.0
892,0.0
893,9.0
894,6.0
895,8.0
896,9.0
897,6.0
898,2.0
899,0.0
900,1.0
901,4.0
902,9.0
903,3.0
904,1.0
905,4.0
906,7.0
907,6.0
908,4.0
909,7.0
910,3.0
911,8.0
912,5.0
913,6.0
914,5.0
915,1.0
916,0.0
917,7.0
918,6.0
919,2.0
920,1.0
921,3.0
922,2.0
923,2.0
924,3.0
925,6.0
926,2.0
927,3.0
928,6.0
929,8.0
930,6.0
931,8.0
932,0.0
933,0.0
934,2.0
935,8.0
936,8.0
937,1.0
938,9.0
939,6.0
940,6.0
941,4.0
942,7.0
943,4.0
944,9.0
945,9.0
946,1.0
947,5.0
948,3.0
949,3.0
950,1.0
951,1.0
952,3.0
953,1.0
954,0.0
955,6.0
956,8.0
957,9.0
958,9.0
959,1.0
960,8.0
961,3.0
962,6.0
963,1.0
964,9.0
965,1.0
966,3.0
967,3.0
968,1.0
969,5.0
970,3.0
971,8.0
972,1.0
973,9.0
974,8.0
975,0.0
976,3.0
977,9.0
978,2.0
979,4.0
980,6.0
981,3.0
982,9.0
983,0.0
984,9.0
985,8.0
986,2.0
987,2.0
988,2.0
989,8.0
990,5.0
991,9.0
992,0.0
993,7.0
994,8.0
995,3.0
996,4.0
997,5.0
998,7.0
999,8.0
1000,8.0
1001,3.0
1002,2.0
1003,5.0
1004,3.0
1005,3.0
1006,8.0
1007,7.0
1008,3.0
1009,7.0
1010,4.0
1011,0.0
1012,5.0
1013,2.0
1014,8.0
1015,2.0
1016,5.0
1017,7.0
1018,8.0
1019,8.0
1020,1.0
1021,8.0
1022,9.0
1023,6.0
1024,8.0
1025,7.0
1026,9.0
1027,8.0
1028,6.0
1029,2.0
1030,9.0
1031,0.0
1032,5.0
1033,8.0
1034,4.0
1035,4.0
1036,6.0
1037,3.0
1038,8.0
1039,0.0
1040,0.0
1041,0.0
1042,2.0
1043,8.0
1044,5.0
1045,9.0
1046,0.0
1047,6.0
1048,4.0
1049,8.0
1050,3.0
1051,5.0
1052,4.0
1053,0.0
1054,7.0
1055,4.0
1056,3.0
1057,7.0
1058,9.0
1059,1.0
1060,1.0
1061,9.0
1062,9.0
1063,6.0
1064,2.0
1065,3.0
1066,6.0
1067,3.0
1068,9.0
1069,2.0
1070,8.0
1071,1.0
1072,8.0
1073,7.0
1074,5.0
1075,6.0
1076,9.0
1077,6.0
1078,6.0
1079,4.0
1080,3.0
1081,4.0
1082,9.0
1083,2.0
1084,1.0
1085,9.0
1086,8.0
1087,0.0
1088,2.0
1089,5.0
1090,1.0
1091,2.0
1092,6.0
1093,4.0
1094,2.0
1095,5.0
1096,1.0
1097,8.0
1098,0.0
1099,3.0
1100,9.0
1101,9.0
1102,5.0
1103,9.0
1104,8.0
1105,0.0
1106,0.0
1107,8.0
1108,1.0
1109,7.0
1110,5.0
1111,7.0
1112,1.0
1113,3.0
1114,8.0
1115,3.0
1116,3.0
1117,6.0
1118,7.0
1119,7.0
1120,6.0
1121,4.0
1122,6.0
1123,1.0
1124,7.0
1125,7.0
1126,9.0
1127,6.0
1128,2.0
1129,3.0
1130,7.0
1131,3.0
1132,0.0
1133,7.0
1134,7.0
1135,6.0
1136,7.0
1137,0.0
1138,4.0
1139,6.0
1140,3.0
1141,8.0
1142,9.0
1143,4.0
1144,7.0
1145,5.0
1146,9.0
1147,5.0
1148,5.0
1149,0.0
1150,3.0
1151,9.0
1152,9.0
1153,6.0
1154,3.0
1155,3.0
1156,8.0
1157,7.0
1158,5.0
1159,8.0
1160,0.0
1161,3.0
1162,7.0
1163,8.0
1164,1.0
1165,3.0
1166,1.0
1167,6.0
1168,1.0
1169,1.0
1170,1.0
1171,1.0
1172,8.0
1173,7.0
1174,0.0
1175,5.0
1176,7.0
1177,1.0
1178,2.0
1179,3.0
1180,3.0
1181,7.0
1182,5.0
1183,5.0
1184,5.0
1185,5.0
1186,5.0
1187,0.0
1188,0.0
1189,7.0
1190,7.0
1191,6.0
1192,1.0
1193,3.0
1194,6.0
1195,0.0
1196,2.0
1197,7.0
1198,5.0
1199,6.0
1200,5.0
1201,2.0
1202,5.0
1203,4.0
1204,8.0
1205,2.0
1206,5.0
1207,7.0
1208,4.0
1209,0.0
1210,7.0
1211,1.0
1212,0.0
1213,1.0
1214,7.0
1215,7.0
1216,4.0
1217,1.0
1218,1.0
1219,0.0
1220,4.0
1221,1.0
1222,8.0
1223,6.0
1224,7.0
1225,2.0
1226,1.0
1227,5.0
1228,7.0
1229,2.0
1230,6.0
1231,1.0
1232,0.0
1233,2.0
1234,0.0
1235,9.0
1236,8.0
1237,4.0
1238,3.0
1239,3.0
1240,4.0
1241,0.0
1242,5.0
1243,9.0
1244,4.0
1245,9.0
1246,5.0
1247,4.0
1248,6.0
1249,3.0
1250,6.0
1251,9.0
1252,9.0
1253,1.0
1254,3.0
1255,8.0
1256,8.0
1257,3.0
1258,3.0
1259,0.0
1260,3.0
1261,2.0
1262,5.0
1263,5.0
1264,1.0
1265,7.0
1266,9.0
1267,2.0
1268,2.0
1269,3.0
1270,7.0
1271,3.0
1272,8.0
1273,2.0
1274,5.0
1275,4.0
1276,0.0
1277,4.0
1278,9.0
1279,5.0
1280,6.0
1281,5.0
1282,9.0
1283,6.0
1284,0.0
1285,7.0
1286,2.0
1287,7.0
1288,0.0
1289,6.0
1290,7.0
1291,1.0
1292,9.0
1293,3.0
1294,7.0
1295,5.0
1296,8.0
1297,8.0
1298,1.0
1299,5.0
1300,1.0
1301,3.0
1302,6.0
1303,3.0
1304,5.0
1305,7.0
1306,8.0
1307,4.0
1308,5.0
1309,9.0
1310,1.0
1311,1.0
1312,0.0
1313,8.0
1314,8.0
1315,2.0
1316,8.0
1317,9.0
1318,6.0
1319,0.0
1320,8.0
1321,8.0
1322,2.0
1323,5.0
1324,8.0
1325,7.0
1326,8.0
1327,7.0
1328,0.0
1329,5.0
1330,8.0
1331,7.0
1332,6.0
1333,7.0
1334,1.0
1335,1.0
1336,3.0
1337,6.0
1338,2.0
1339,1.0
1340,8.0
1341,3.0
1342,0.0
1343,1.0
1344,3.0
1345,9.0
1346,0.0
1347,7.0
1348,1.0
1349,5.0
1350,1.0
1351,2.0
1352,3.0
1353,8.0
1354,8.0
1355,4.0
1356,9.0
1357,4.0
1358,5.0
1359,5.0
1360,2.0
1361,3.0
1362,8.0
1363,0.0
1364,2.0
1365,1.0
1366,8.0
1367,7.0
1368,4.0
1369,8.0
1370,8.0
1371,5.0
1372,2.0
1373,7.0
1374,1.0
1375,7.0
1376,5.0
1377,9.0
1378,6.0
1379,1.0
1380,5.0
1381,1.0
1382,0.0
1383,9.0
1384,8.0
1385,3.0
1386,6.0
1387,3.0
1388,9.0
1389,3.0
1390,6.0
1391,2.0
1392,2.0
1393,2.0
1394,0.0
1395,2.0
1396,5.0
1397,6.0
1398,4.0
1399,2.0
1400,0.0
1401,0.0
1402,5.0
1403,9.0
1404,3.0
1405,3.0
1406,1.0
1407,5.0
1408,6.0
1409,7.0
1410,3.0
1411,5.0
1412,9.0
1413,1.0
1414,7.0
1415,9.0
1416,4.0
1417,9.0
1418,2.0
1419,9.0
1420,4.0
1421,0.0
1422,3.0
1423,9.0
1424,3.0
1425,0.0
1426,9.0
1427,6.0
1428,4.0
1429,0.0
1430,3.0
1431,2.0
1432,7.0
1433,6.0
1434,8.0
1435,9.0
1436,1.0
1437,6.0
1438,4.0
1439,0.0
1440,2.0
1441,1.0
1442,3.0
1443,3.0
1444,8.0
1445,9.0
1446,7.0
1447,1.0
1448,9.0
1449,7.0
1450,6.0
1451,1.0
1452,1.0
1453,0.0
1454,2.0
1455,0.0
1456,7.0
1457,2.0
1458,0.0
1459,5.0
1460,7.0
1461,8.0
1462,4.0
1463,7.0
1464,1.0
1465,0.0
1466,1.0
1467,7.0
1468,6.0
1469,5.0
1470,9.0
1471,4.0
1472,3.0
1473,6.0
1474,7.0
1475,0.0
1476,3.0
1477,1.0
1478,3.0
1479,1.0
1480,0.0
1481,4.0
1482,7.0
1483,2.0
1484,5.0
1485,3.0
1486,6.0
1487,6.0
1488,1.0
1489,5.0
1490,4.0
1491,9.0
1492,4.0
1493,0.0
1494,5.0
1495,5.0
1496,6.0
1497,1.0
1498,1.0
1499,6.0
1500,6.0
1501,7.0
1502,2.0
1503,3.0
1504,6.0
1505,9.0
1506,3.0
1507,8.0
1508,3.0
1509,8.0
1510,4.0
1511,6.0
1512,8.0
1513,1.0
1514,9.0
1515,4.0
1516,8.0
1517,2.0
1518,2.0
1519,1.0
1520,0.0
1521,4.0
1522,0.0
1523,3.0
1524,3.0
1525,4.0
1526,7.0
1527,3.0
1528,6.0
1529,7.0
1530,7.0
1531,3.0
1532,8.0
1533,6.0
1534,2.0
1535,8.0
1536,7.0
1537,4.0
1538,4.0
1539,4.0
1540,4.0
1541,8.0
1542,5.0
1543,2.0
1544,8.0
1545,2.0
1546,6.0
1547,9.0
1548,2.0
1549,9.0
1550,8.0
1551,8.0
1552,2.0
1553,1.0
1554,1.0
1555,9.0
1556,9.0
1557,8.0
1558,9.0
1559,4.0
1560,7.0
1561,7.0
1562,9.0
1563,8.0
1564,3.0
1565,5.0
1566,1.0
1567,8.0
1568,5.0
1569,2.0
1570,4.0
1571,8.0
1572,6.0
1573,8.0
1574,0.0
1575,9.0
1576,1.0
1577,5.0
1578,8.0
1579,1.0
1580,7.0
1581,6.0
1582,2.0
1583,8.0
1584,1.0
1585,1.0
1586,0.0
1587,6.0
1588,1.0
1589,7.0
1590,3.0
1591,3.0
1592,9.0
1593,2.0
1594,0.0
1595,1.0
1596,8.0
1597,2.0
1598,9.0
1599,2.0
1600,8.0
1601,1.0
1602,0.0
1603,0.0
1604,3.0
1605,3.0
1606,9.0
1607,8.0
1608,4.0
1609,1.0
1610,4.0
1611,3.0
1612,4.0
1613,0.0
1614,3.0
1615,5.0
1616,0.0
1617,2.0
1618,4.0
1619,1.0
1620,1.0
1621,9.0
1622,7.0
1623,7.0
1624,5.0
1625,3.0
1626,3.0
1627,8.0
1628,9.0
1629,6.0
1630,6.0
1631,2.0
1632,9.0
1633,9.0
1634,8.0
1635,9.0
1636,4.0
1637,7.0
1638,7.0
1639,4.0
1640,5.0
1641,7.0
1642,8.0
1643,0.0
1644,0.0
1645,6.0
1646,8.0
1647,6.0
1648,9.0
1649,0.0
1650,1.0
1651,1.0
1652,5.0
1653,0.0
1654,3.0
1655,8.0
1656,5.0
1657,5.0
1658,9.0
1659,1.0
1660,0.0
1661,3.0
1662,7.0
1663,5.0
1664,1.0
1665,8.0
1666,6.0
1667,6.0
1668,2.0
1669,9.0
1670,1.0
1671,0.0
1672,9.0
1673,0.0
1674,0.0
1675,9.0
1676,0.0
1677,5.0
1678,4.0
1679,7.0
1680,1.0
1681,1.0
1682,3.0
1683,3.0
1684,6.0
1685,7.0
1686,4.0
1687,6.0
1688,8.0
1689,0.0
1690,0.0
1691,9.0
1692,9.0
1693,6.0
1694,9.0
1695,3.0
1696,4.0
1697,6.0
1698,6.0
1699,5.0
1700,2.0
1701,0.0
1702,5.0
1703,6.0
1704,5.0
1705,5.0
1706,2.0
1707,4.0
1708,1.0
1709,7.0
1710,2.0
1711,4.0
1712,5.0
1713,0.0
1714,8.0
1715,1.0
1716,2.0
1717,4.0
1718,2.0
1719,7.0
1720,1.0
1721,4.0
1722,4.0
1723,1.0
1724,5.0
1725,8.0
1726,3.0
1727,9.0
1728,9.0
1729,3.0
1730,4.0
1731,7.0
1732,0.0
1733,5.0
1734,0.0
1735,0.0
1736,4.0
1737,9.0
1738,2.0
1739,7.0
1740,3.0
1741,8.0
1742,4.0
1743,2.0
1744,0.0
1745,1.0
1746,0.0
1747,1.0
1748,7.0
1749,6.0
1750,8.0
1751,2.0
1752,1.0
1753,2.0
1754,8.0
1755,1.0
1756,1.0
1757,6.0
1758,3.0
1759,3.0
1760,0.0
1761,1.0
1762,4.0
1763,6.0
1764,7.0
1765,4.0
1766,1.0
1767,1.0
1768,5.0
1769,7.0
1770,8.0
1771,1.0
1772,4.0
1773,5.0
1774,0.0
1775,6.0
1776,4.0
1777,3.0
1778,9.0
1779,3.0
1780,0.0
1781,9.0
1782,4.0
1783,1.0
1784,3.0
1785,4.0
1786,3.0
1787,3.0
1788,3.0
1789,2.0
1790,7.0
1791,7.0
1792,4.0
1793,5.0
1794,9.0
1795,4.0
1796,4.0
1797,4.0
1798,2.0
1799,9.0
1800,0.0
1801,8.0
1802,9.0
1803,6.0
1804,4.0
1805,5.0
1806,9.0
1807,2.0
1808,8.0
1809,6.0
1810,7.0
1811,1.0
1812,2.0
1813,0.0
1814,4.0
1815,5.0
1816,6.0
1817,5.0
1818,2.0
1819,6.0
1820,0.0
1821,9.0
1822,5.0
1823,2.0
1824,2.0
1825,9.0
1826,3.0
1827,9.0
1828,3.0
1829,5.0
1830,4.0
1831,5.0
1832,9.0
1833,1.0
1834,3.0
1835,3.0
1836,6.0
1837,1.0
1838,2.0
1839,9.0
1840,9.0
1841,1.0
1842,8.0
1843,3.0
1844,4.0
1845,3.0
1846,0.0
1847,9.0
1848,2.0
1849,0.0
1850,7.0
1851,5.0
1852,0.0
1853,9.0
1854,4.0
1855,3.0
1856,1.0
1857,5.0
1858,4.0
1859,5.0
1860,4.0
1861,6.0
1862,4.0
1863,0.0
1864,4.0
1865,7.0
1866,5.0
1867,3.0
1868,8.0
1869,9.0
1870,2.0
1871,4.0
1872,6.0
1873,4.0
1874,2.0
1875,0.0
1876,0.0
1877,5.0
1878,1.0
1879,5.0
1880,7.0
1881,3.0
1882,9.0
1883,1.0
1884,7.0
1885,4.0
1886,4.0
1887,1.0
1888,1.0
1889,2.0
1890,1.0
1891,2.0
1892,1.0
1893,1.0
1894,5.0
1895,2.0
1896,8.0
1897,0.0
1898,6.0
1899,1.0
1900,5.0
1901,0.0
1902,7.0
1903,3.0
1904,9.0
1905,5.0
1906,3.0
1907,1.0
1908,4.0
1909,4.0
1910,3.0
1911,1.0
1912,7.0
1913,4.0
1914,3.0
1915,8.0
1916,5.0
1917,2.0
1918,5.0
1919,8.0
1920,5.0
1921,7.0
1922,2.0
1923,6.0
1924,6.0
1925,1.0
1926,4.0
1927,9.0
1928,3.0
1929,3.0
1930,0.0
1931,5.0
1932,7.0
1933,7.0
1934,9.0
1935,3.0
1936,3.0
1937,9.0
1938,6.0
1939,8.0
1940,8.0
1941,4.0
1942,7.0
1943,0.0
1944,0.0
1945,0.0
1946,4.0
1947,6.0
1948,4.0
1949,0.0
1950,0.0
1951,5.0
1952,5.0
1953,2.0
1954,4.0
1955,6.0
1956,7.0
1957,6.0
1958,6.0
1959,8.0
1960,2.0
1961,2.0
1962,0.0
1963,6.0
1964,5.0
1965,5.0
1966,5.0
1967,5.0
1968,0.0
1969,7.0
1970,5.0
1971,3.0
1972,6.0
1973,7.0
1974,4.0
1975,8.0
1976,8.0
1977,4.0
1978,1.0
1979,2.0
1980,0.0
1981,0.0
1982,9.0
1983,4.0
1984,4.0
1985,4.0
1986,4.0
1987,9.0
1988,9.0
1989,6.0
1990,2.0
1991,3.0
1992,9.0
1993,0.0
1994,1.0
1995,2.0
1996,7.0
1997,2.0
1998,0.0
1999,9.0
2000,0.0
2001,6.0
2002,3.0
2003,6.0
2004,2.0
2005,7.0
2006,2.0
2007,8.0
2008,5.0
2009,9.0
2010,0.0
2011,0.0
2012,2.0
2013,2.0
2014,9.0
2015,1.0
2016,4.0
2017,8.0
2018,0.0
2019,9.0
2020,6.0
2021,4.0
2022,0.0
2023,6.0
2024,1.0
2025,5.0
2026,3.0
2027,8.0
2028,1.0
2029,3.0
2030,2.0
2031,5.0
2032,0.0
2033,9.0
2034,8.0
2035,2.0
2036,0.0
2037,2.0
2038,5.0
2039,9.0
2040,8.0
2041,3.0
2042,1.0
2043,1.0
2044,6.0
2045,1.0
2046,3.0
2047,5.0
2048,0.0
2049,8.0
2050,2.0
2051,9.0
2052,9.0
2053,2.0
2054,8.0
2055,5.0
2056,8.0
2057,7.0
2058,1.0
2059,1.0
2060,4.0
2061,5.0
2062,4.0
2063,7.0
2064,5.0
2065,5.0
2066,3.0
2067,7.0
2068,9.0
2069,7.0
2070,3.0
2071,6.0
2072,9.0
2073,6.0
2074,7.0
2075,3.0
2076,1.0
2077,7.0
2078,1.0
2079,4.0
2080,1.0
2081,3.0
2082,2.0
2083,8.0
2084,6.0
2085,9.0
2086,6.0
2087,6.0
2088,4.0
2089,3.0
2090,4.0
2091,1.0
2092,5.0
2093,3.0
2094,1.0
2095,9.0
2096,2.0
2097,1.0
2098,1.0
2099,5.0
2100,0.0
2101,2.0
2102,1.0
2103,0.0
2104,5.0
2105,4.0
2106,0.0
2107,6.0
2108,2.0
2109,7.0
2110,7.0
2111,9.0
2112,7.0
2113,3.0
2114,7.0
2115,9.0
2116,7.0
2117,3.0
2118,2.0
2119,8.0
2120,6.0
2121,7.0
2122,1.0
2123,6.0
2124,9.0
2125,1.0
2126,1.0
2127,3.0
2128,4.0
2129,7.0
2130,6.0
2131,7.0
2132,1.0
2133,0.0
2134,1.0
2135,7.0
2136,1.0
2137,6.0
2138,2.0
2139,5.0
2140,3.0
2141,8.0
